Id;Name;Name Short;Nick Name;Abbreviation;Nation;Division;Last Division;Reserve Division;Reputation;Year Founded;Cash;Player Budget;Attendance;Min Attendance;Max Attendance;Stadium;Practice Facilities;Foreground Colour 1;Background Colour 1;Trim Colour 1;Foreground Colour 2;Background Colour 2;Trim Colour 2;Foreground Colour 3;Background Colour 3;Trim Colour 3;Favourite Staff 1;Favourite Staff 2;Favourite Staff 3;Disliked Staff 1;Disliked Staff 2;Disliked Staff 3;Rival 1;Rival 2;Rival 3;
2444;Lloydminster Bantam Blazers;Lloydminster Blazers;---;LBL;Canada;CABHL;CABHL;CABHL;500;0;0;33750;250;75;5851;Lloydminster Ice Hall;Lloydminster Ice Hall;White;Red 1;Black;Red 1;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
2445;St. Paul Bantam Canadiens;St. Paul Canadiens;---;SPC;Canada;CABHL;CABHL;CABHL;500;0;0;33750;250;75;5237;St. Paul Ice Hall;St. Paul Ice Hall;Blue 1;Red 1;White;Red 1;White;Blue 1;Black;White;White;---;---;---;---;---;---;---;---;---;
2446;Portage La Prairie Flyers;Portage La Prairie;PLP;PLP;Canada;MMJHL;MMJHL;MMJHL;960;0;0;33750;250;100;5186;Winnipeg Ice Hall;Winnipeg Ice Hall;Red 2;Black;White;Red 2;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
2447;Cross Lake Lakers;Cross Lake;CRL;CRL;Canada;MMJHL;MMJHL;MMJHL;977;0;0;33750;250;100;5828;Taffy Abel Ice Arena;Taffy Abel Ice Arena;Orange 1;Black;White;Orange 1;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
2448;Thompson Twisters;Thompson;THM;THM;Canada;MMJHL;MMJHL;MMJHL;992;0;0;33750;250;100;5355;Morris Ice Hall;Morris Ice Hall;White;Black;Red 3;Black;White;Red 3;Black;White;White;---;---;---;---;---;---;---;---;---;
2449;Winkler Kings;Winkler;WNK;WNK;Canada;MMJHL;MMJHL;MMJHL;500;0;0;33750;250;75;5334;Winnipeg Ice Hall;Winnipeg Ice Hall;Yellow 1;Purple 2;White;Yellow 1;White;Purple 2;Black;White;White;---;---;---;---;---;---;---;---;---;
2450;Dauphin Blues;Dauphin;DAU;DAU;Canada;MMJHL;MMJHL;MMJHL;500;0;0;33750;250;75;5557;Credit Union Place;Credit Union Place;White;Red 2;Red 2;Red 2;White;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2451;Virden Oil Capitals;Virden;---;VIR;Canada;MJHL;---;MJHL Sherwood;2048;0;0;33750;1000;400;5635;---;---;White;Black;Red 1;Black;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
2452;Selkirk Blades;Selkirk;SEL;SEL;Canada;MMJHL;MMJHL;MMJHL;500;0;0;33750;250;75;5004;Winnipeg Ice Hall;Winnipeg Ice Hall;Yellow 2;Black;White;Yellow 2;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
2453;Neepawa Northstars;Neepawa;NEE;NEE;Canada;MMJHL;MMJHL;MMJHL;977;0;0;33750;250;100;5813;Stonewall Ice Hall;Stonewall Ice Hall;White;Blue 3;Black;Black;White;Blue 3;Black;White;White;---;---;---;---;---;---;---;---;---;
2454;Carman Chiefs;Carman;CAR;CAR;Canada;MMJHL;MMJHL;MMJHL;972;0;0;33750;250;100;5324;Winnipeg Ice Hall;Winnipeg Ice Hall;Red 1;Blue Navy;White;Blue Navy;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
2455;East St. Paul Canadiens;East St. Paul;ESP;ESP;Canada;MMJHL;MMJHL;MMJHL;993;0;0;33750;250;100;5043;St. Vital Ice Hall;St. Vital Ice Hall;White;Red 1;Black;Red 1;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
2456;Mission City Outlaws;Mission;---;MIS;Canada;PIJHL;PIJHL;PIJHL;1494;0;0;33750;562;225;5340;---;---;NHL? Metallic Silver;Black;White;Black;White;NHL? Metallic Silver;Black;White;White;---;---;---;---;---;---;---;---;---;
2457;Castlegar Bantam Rebels;Castlegar;---;CAS;Canada;BCIBL;BCIBL;BCIBL;500;0;0;33750;250;75;5685;Castlegar and District Community Complex;Castlegar and District Community Complex;Yellow 2;Blue 1;White;Yellow 2;White;Blue 1;Black;White;White;---;---;---;---;---;---;---;---;---;
2458;Salmon Arm Silvertips;Salmon Arm;---;SAL;Canada;BCIBL;BCIBL;BCIBL;500;0;0;33750;250;75;5285;Sunwave Centre;Sunwave Centre;White;Blue 4;Black;Blue 4;Black;Grey 3;Black;White;White;---;---;---;---;---;---;---;---;---;
2459;Williams Lake Bantam Timberwolves;Williams Lake;---;WIL;Canada;BCIBL;BCIBL;BCIBL;500;0;0;33750;250;75;5106;Cariboo Memorial Complex;Cariboo Memorial Complex;White;Grey 2;Gold Nashville;Grey 2;Gold Nashville;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2460;Saanich Bantam Braves;Saanich;---;SAA;Canada;BCVIBL;BCVIBL;BCVIBL;500;0;0;33750;250;75;5310;Saanich Rink;Saanich Rink;White;Red 1;Black;Black;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
2461;Alberni Valley Bantam Bulldogs;Alberni Valley;---;ABB;Canada;BCVIBL;BCVIBL;BCVIBL;500;0;0;33750;250;75;5875;Alberni Valley Multiplex;Alberni Valley Multiplex;White;Black;Red 1;Black;Yellow 2;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
2462;Fort St. John Flyers;Fort St. John;FSJ;FOR;Canada;BCIBL;BCIBL;BCIBL;500;0;0;33750;250;75;5277;Fort St. John Rink;Fort St. John Rink;White;Black;NHL? Flyers Orange;NHL? Flyers Orange;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
2463;Calgary NEAA Canucks;Calgary Canucks;---;CRO;Canada;CAABL;CAABL;CAABL;500;0;0;37500;250;75;5054;Calgary Ice Hall;Calgary Ice Hall;White;Blue 3;Gold;Blue 3;White;Gold;Black;White;White;---;---;---;---;---;---;---;---;---;
2464;Calgary NWCAA Bronks;Calgary Bronks;---;CBK;---;---;HCBL;---;500;0;0;0;250;75;5000;Calgary Ice Hall;Calgary Ice Hall;White;Red 3;Gold;Gold;White;Red 3;Black;White;White;---;---;---;---;---;---;---;---;---;
2465;Calgary NWCAA Stampeders;Calgary Stamps;---;CST;Canada;CAABL;CAABL;CAABL;500;0;0;37500;250;75;5115;Calgary Ice Hall;Calgary Ice Hall;White;Red 1;Red 1;Red 1;White;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2466;Calgary NWCAA Bruins;Calgary Bruins;---;CBR;Canada;CAABL;CAABL;CAABL;500;0;0;37500;250;75;5830;Calgary Ice Hall;Calgary Ice Hall;Yellow 2;Black;White;Black;White;Yellow 2;Black;White;White;---;---;---;---;---;---;---;---;---;
2467;Calgary CBHA Rangers;Calgary Rangers;---;CRA;Canada;CAABL;CAABL;CAABL;500;0;0;37500;250;75;5969;Calgary Ice Hall;Calgary Ice Hall;Red 1;Blue 2;White;Blue 3;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
2468;Calgary CBHA Blackhawks;Calgary Blackhawks;---;CBH;Canada;CAABL;CAABL;CAABL;500;0;0;37500;250;75;5713;Calgary Ice Hall;Calgary Ice Hall;White;Red 2;Black;Black;White;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2469;Regina Silver Foxes;Regina Silver Foxes;---;RSF;Canada;SBAAHL;SBAAHL;SBAAHL;500;0;0;37500;250;75;5109;Regina Ice Hall;Regina Ice Hall;Grey 3;Cyan 2;Black;Cyan 2;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
2470;Regina Rangers;Regina Rangers;---;RRA;---;---;HRBL;---;500;0;0;0;250;75;5804;Regina Ice Hall;Regina Ice Hall;Red 1;Blue 2;White;Blue 3;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
2471;Saskatoon Frostbite;Saskatoon Frostbite;---;SFR;Canada;GSHL;GSHL;GSHL;500;0;0;37500;250;75;5217;Saskatoon Ice Hall;Saskatoon Ice Hall;White;Black;Red 1;Red 1;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
2472;St. Dominic;St. Dominic;---;StD;United States;HS-ME;---;HS-ME;1500;0;0;37500;562;225;5420;---;---;White;NHL? Green;NHL? Copper;NHL? Green;White;NHL? Copper;Black;White;White;---;---;---;---;---;---;---;---;---;
2473;West Toronto Redmen;West Toronto;---;WES;---;---;---;---;1;0;0;0;250;75;5339;---;---;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2474;Sherbrooke Cougars;Sherbrooke;Cougars;SHE;Canada;QJHL;QJHL;Quebec Junior AAA Ferland ;2038;2002;0;33750;312;400;5454;Palais des Sports Léopold-Drolet;Palais des Sports Léopold-Drolet;Blue Navy;Blue Navy;NHL? Silver Flat;NHL? Silver Flat;NHL? Silver Flat;Blue Navy;Black;White;White;---;---;---;---;---;---;---;---;---;
2475;Princeville Titans;Princeville;---;PRI;Canada;QJHL;QJHL;Quebec Junior AAA Ferland ;2042;2002;0;33750;1000;400;5496;---;---;Red 1;Amber;Black;Red 1;White;Amber;Black;White;White;---;---;---;---;---;---;---;---;---;
2476;Valleyfield Braves;Valleyfield;---;VAL;Canada;QJHL;QJHL;Quebec Junior AAA Ferland ;2014;2004;0;33750;1000;400;5499;---;---;Red 1;Blue 1;White;Blue 1;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
2477;Montréal-Est Rangers;Montréal-Est;---;M-E;Canada;QJHL;QJHL;Quebec Junior AAA Ferland ;1998;2001;0;33750;611;400;5133;Centre récréatif Marcel-Bonin;Centre récréatif Marcel-Bonin;Red 1;Blue 1;White;Blue 1;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
2478;Vaudreuil-Dorion Mustangs;Vaudreuil-Dorion;---;VAU;Canada;QJHL;QJHL;Quebec Junior AAA Sherwood;2013;2003;0;33750;1000;400;5691;Aréna de Vaudreuil;Aréna de Vaudreuil;White;Black;Red 1;Black;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
2479;Weeks Crushers;Weeks;---;WEE;Canada;MJAHL;MJAHL;Maritime League Bent Divis;2000;0;0;33750;1133;400;5489;John Brother MacDonald Stadium;John Brother MacDonald Stadium;White;Blue 1;Red 1;Red 1;White;Blue 1;Black;White;White;---;---;---;---;---;---;---;---;---;
2480;Valley Wildcats;Valley;---;VAL;Canada;MJAHL;MJAHL;Maritime League Bent Divis;2000;0;0;33750;1000;400;5633;---;---;NHL? Orange 2;Blue Navy Dark;White;Blue Navy Dark;White;NHL? Orange 2;Black;White;White;---;---;---;---;---;---;---;---;---;
2481;St. Joseph;St. Joseph;---;STJ;United States;HS-CT;---;HS-CT;1500;0;0;37500;562;225;5342;---;---;White;Orange 1;Yellow 2;Orange 1;White;Yellow 2;Black;White;White;---;---;---;---;---;---;---;---;---;
2482;Sherbrooke Castors;Sherbrooke;---;SHE;---;---;---;---;1;0;0;0;250;75;5274;---;---;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2483;St. Jerome Alouettes;St. Jerome;---;STJ;---;---;---;---;1;0;0;0;250;75;5795;---;---;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2484;Shawinigan Bruins;Shawinigan;---;SHA;---;---;---;---;1;0;0;0;250;75;5370;---;---;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2485;Sorel Black Hawks;Sorel;---;SOR;---;---;---;---;1;0;0;0;250;75;5430;---;---;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2486;St. John's AAA Fog Devils;St. John's;---;STJ;---;---;NLMHL;---;1000;0;0;0;250;100;5672;St. John's Ice Hall;St. John's Ice Hall;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2487;Western Kings;Western;---;WES;Canada;NLMHL;NLMHL;NLMHL;883;0;0;33750;250;100;5924;Corner Brook Place;Corner Brook Place;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2488;Tri Pen Osprey;Tri Pen;---;TRI;Canada;NLMHL;NLMHL;NLMHL;875;0;0;33750;250;100;5236;Harbour Grace Place;Harbour Grace Place;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2489;Brookfield Elks;Brookfield;---;BRO;Canada;NSJB;NSJB;NSJB;1474;0;0;33750;562;225;5205;Lantz Ice Hall;Lantz Ice Hall;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2490;Sackville Blazers;Sackville;---;SAC;Canada;NSJB;NSJB;NSJB;1474;0;0;33750;562;225;5876;Lower Sackville Ice Hall;Lower Sackville Ice Hall;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2491;Windsor Royals;Windsor;---;WND;Canada;NSJB;NSJB;NSJB;1466;0;0;33750;562;225;5689;Hants Exhibition Arena;Hants Exhibition Arena;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2492;East Hants Penguins;East Hants;---;EH;Canada;NSJB;NSJB;NSJB;1475;0;0;33750;562;225;5087;Elmsdale Ice Hall;Elmsdale Ice Hall;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2493;Cumberland County Blues;Cumberland County;---;CUM;Canada;NSJB;NSJB;NSJB;1480;0;0;33750;562;225;5193;Springhill Ice Hall;Springhill Ice Hall;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2494;Antigonish Jr B Bulldogs;Antigonish;---;ANT;Canada;NSJB;NSJB;NSJB;1467;0;0;33750;562;225;5880;Antigonish Arena;Antigonish Arena;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2495;Pictou County Subways;Pictou County;---;PIC;Canada;NSJB;NSJB;NSJB;1456;0;0;33750;562;225;5398;Trenton Ice Hall;Trenton Ice Hall;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2496;Strait Pirates;Strait;---;STR;Canada;NSJB;NSJB;NSJB;1489;0;0;33750;562;225;5843;Port Hawkesbury Ice Hall;Port Hawkesbury Ice Hall;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2497;Whitney Pier Molson Canadians;Whitney Pier;---;WHI;Canada;NSJB;NSJB;NSJB;1477;0;0;33750;562;225;5561;Sydney Ice Hall;Sydney Ice Hall;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2498;CBR Junior Renegades;CBR;Renegades;CBR;Canada;SJJHL;---;SJJHL;977;0;0;33750;250;100;5825;Bartlett Mem. Arena;Bartlett Mem. Arena;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2499;C & W Offshore Southern Shore Breakers;Southern Shore;Breakers;SS;Canada;SJJHL;---;SJJHL;988;0;0;33750;250;100;5490;Southern Shore Arena;Southern Shore Arena;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2500;Trinity Placentia Flyers;Trinity Placentia;---;TRI;Canada;SJJHL;---;SJJHL;983;0;0;33750;250;100;5144;Placentia Ice Hall;Placentia Ice Hall;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2501;CBN Stars;CBN;---;CBN;Canada;SJJHL;---;SJJHL;980;0;0;33750;250;100;5520;Bay Arena;Bay Arena;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2502;Mt. Pearl Junior Wild;Mt. Pearl;---;MTP;Canada;SJJHL;---;SJJHL;979;0;0;33750;250;100;5697;Mount Pearl Glacier;Mount Pearl Glacier;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2503;St. John's Junior Capitals;St. John's;---;STJ;Canada;SJJHL;---;SJJHL;972;0;0;33750;250;100;5555;Capital Hyundai Arena;Capital Hyundai Arena;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2504;Avalon Junior Capitals;Avalon;Caps;AVA;Canada;SJJHL;---;SJJHL;997;0;0;33750;250;100;5275;Feildian Gardens;Feildian Gardens;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2505;BK Services Junior Celtics;BK Services;Celts;BKS;Canada;SJJHL;---;SJJHL;967;0;0;33750;250;100;5877;O'Hehir Arena;O'Hehir Arena;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2506;St. John's AAA Maple Leafs;AAA Maple Leafs;---;AAA;Canada;NLMHL;---;NLMHL;911;0;0;33750;250;100;5545;St. John's Ice Hall;St. John's Ice Hall;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2507;Saint John Sea Dogs;Saint John;---;SNB;Canada;QMJHL;QMJHL;QMJHL Atlantic;4356;2005;0;48749;6254;2000;6297;Harbour Station;Harbour Station;Black;NHL? Blue 5;White;NHL? Blue 5;White;Black;Black;White;White;Etienne Roux;Mickael Blavette;Dave Lebey;---;---;---;Charlottetown Islanders;Moncton Wildcats;---;
2508;St. John's Fog Devils;St. John's;---;STJ;---;---;QMJHL;---;3500;2005;0;0;3062;1225;6202;Mile One Stadium;Mile One Stadium;NHL? Red;NHL? Black;White;NHL? Red;White;NHL? Black;Black;White;White;---;---;---;---;---;---;---;---;---;
2509;Mont-Joli BSL;Mont-Joli;---;MJB;Canada;Midget Espoir;Midget Espoir;LHD Quebec;1000;0;0;33750;250;100;5332;Mont-Joli Ice Hall;Mont-Joli Ice Hall;Black;Green 1;Gold;Green 1;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
2510;École Jean-Paul II Dynamo;École Jean-Paul II;---;EJP;Canada;Midget Espoir;Midget Espoir;LHD Quebec;1000;0;0;33750;250;100;5311;Centre Henry-Leonard;Centre Henry-Leonard;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2511;Beaubourg Seigneurs;Beaubourg;---;BEA;Canada;Midget Espoir;Midget Espoir;LHD Quebec;1000;0;0;33750;250;100;5944;Colisée Pepsi;Colisée Pepsi;White;Blue 1;Yellow 2;Yellow 2;White;Blue 1;Black;White;White;---;---;---;---;---;---;---;---;---;
2512;Beauce-Amiante Élites;Beauce-Amiante;---;BAE;Canada;Midget Espoir;Midget Espoir;LHD Quebec;1000;0;0;33750;250;100;5107;Centre Sportif Lacroix - Dutil;Centre Sportif Lacroix - Dutil;Black;Red 1;White;Red 1;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
2513;Rive-Sud Express;Rive-Sud Express;---;RSE;Canada;Midget Espoir;Midget Espoir;LHD Quebec;1000;0;0;33750;250;100;5393;St. Hubert Ice Hall;St. Hubert Ice Hall;White;Blue 3;Yellow 2;Yellow 2;White;Blue 3;Black;White;White;---;---;---;---;---;---;---;---;---;
2514;Rive-Nord Gouverneurs;Rive-Nord;---;RNO;Canada;Midget Espoir;Midget Espoir;LHD Quebec;1000;0;0;33750;250;100;5323;Laval Place;Laval Place;Yellow 1;Red 1;Black;Yellow 1;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
2515;Québec Citadelle;Québec;---;QUE;Canada;Midget Espoir;Midget Espoir;LHD Quebec;1000;0;0;33750;250;100;5101;Colisée Pepsi;Colisée Pepsi;White;Orange 1;Black;Orange 1;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
2516;Sag-Lac Extrême;Sag-Lac;---;SAG;Canada;Midget Espoir;Midget Espoir;LHD Quebec;1000;0;0;33750;250;100;5990;Georges-Vézina;Georges-Vézina;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2517;Marie-Rivier Canimex ;Marie-Rivier;---;MR;Canada;Midget Espoir;Midget Espoir;LHD Estrie;1000;0;0;33750;250;100;5165;Centre Marcel Dionne;Centre Marcel Dionne;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2518;Collège Clarétain Cascades;Collège Clarétain;---;CC;Canada;Midget Espoir;Midget Espoir;LHD Estrie;1000;0;0;33750;250;100;5421;Kingsey Falls Ice Hall;Kingsey Falls Ice Hall;White;NHL? Green;Gold;Gold;White;NHL? Green;Black;White;White;---;---;---;---;---;---;---;---;---;
2519;Québec Typhon;Québec;---;QUE;Canada;Midget Espoir;Midget Espoir;LHD Estrie;1000;0;0;33750;250;100;5513;Bromont Place;Bromont Place;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2520;École Du Triolet Harfang;École Du Triolet;---;EDT;Canada;Midget Espoir;Midget Espoir;LHD Estrie;1000;0;0;33750;250;100;5360;Laval Place;Laval Place;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2521;Mauricie Estacades;Mauricie;---;MAU;Canada;Midget Espoir;Midget Espoir;LHD Estrie;1000;0;0;33750;250;100;5375;Cap-de-la-Madeleine Place;Cap-de-la-Madeleine Place;Green 1;Purple 2;White;Green 1;White;Purple 2;Black;White;White;---;---;---;---;---;---;---;---;---;
2522;Bourassa Blitz;Bourassa;---;BOU;Canada;Midget Espoir;Midget Espoir;LHD Montréal-Met.;1000;0;0;33750;250;100;5599;Montreal Place;Montreal Place;Blue 3;White;Blue 2;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2523;Ulysse Prep;Ulysse;---;ULY;Canada;Midget Espoir;Midget Espoir;LHD Montréal-Met.;1000;0;0;33750;250;100;5549;Beauharnois Place;Beauharnois Place;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2524;Lac St-Louis Patriotes;Lac St-Louis;---;LSP;Canada;Midget Espoir;Midget Espoir;LHD Montréal-Met.;1000;0;0;33750;250;100;5981;Dorval Place;Dorval Place;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2525;Lac St-Louis Royals;Lac St-Louis Royals;---;LSR;Canada;Midget Espoir;Midget Espoir;LHD Montréal-Met.;1000;0;0;33750;250;100;5668;Dorval Place;Dorval Place;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2526;Lac St-Louis Prédateurs;Lac St-Louis Prédateurs;---;LSP;Canada;Midget Espoir;Midget Espoir;LHD Montréal-Met.;1000;0;0;33750;250;100;5346;Pointe Claire Ice Hall;Pointe Claire Ice Hall;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2527;Sélect du Nord;Sélect du Nord;---;SDN;Canada;Midget Espoir;Midget Espoir;LHD Montréal-Met.;1000;0;0;33750;250;100;5349;Montreal Place;Montreal Place;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2528;Milles-Îles Seigneurs;Milles-Îles;---;MIL;Canada;Midget Espoir;Midget Espoir;LHD Montréal-Met.;1000;0;0;33750;250;100;5097;St. Eustache Place;St. Eustache Place;Black;Red 1;White;Red 1;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
2529;Basses-Laurentides Conquérants;Basses-Laurentides;---;BSL;Canada;Midget Espoir;Midget Espoir;LHD Montréal-Met.;1000;0;0;33750;250;100;5342;Mascouche Place;Mascouche Place;Red 1;Blue 1;Yellow 2;Yellow 2;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
2530;Lanaudière Pionniers;Lanaudière;---;LAN;Canada;Midget Espoir;Midget Espoir;LHD Montréal-Met.;1000;0;0;33750;250;100;5896;Repentigny Place;Repentigny Place;Blue Navy Dark;Red 3;White;Red 3;White;Blue Navy Dark;Black;White;White;---;---;---;---;---;---;---;---;---;
2531;Laval-Montréal Rousseau;Laval-Montréal;---;LAV;Canada;Midget Espoir;Midget Espoir;LHD Montréal-Met.;1000;0;0;33750;250;100;5472;Laval Place;Laval Place;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2532;Étoiles de l'Est;Étoiles de l'Est;---;EST;Canada;Midget Espoir;Midget Espoir;LHD Montréal-Met.;1000;0;0;33750;250;100;5200;Montreal Ice Hall;Montreal Ice Hall;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2533;Montréal Royals;Montréal;---;MON;Canada;Midget Espoir;Midget Espoir;LHD Montréal-Met.;1000;0;0;33750;250;100;5607;Montreal Place;Montreal Place;White;Red 3;Red 3;Red 3;White;White;Black;White;White;---;---;---;---;---;---;---;---;---;
2534;Outaouais Intrépide;Outaouais Intrépide;---;OUT;Canada;Midget Espoir;Midget Espoir;LHD Montréal-Met.;1000;0;0;33750;250;100;5025;Aréna Robert-Guertin;Aréna Robert-Guertin;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
